Results for dataset sim1_corr (0.5) (Mean-field):

RMSE:                               MAE:                                Corr:                              
1.0022586471731403                  0.7992422729296847                  0.9886181210967188                 
1.0022498778789317                  0.7992168446705977                  0.9886182477632687                 
1.002259751449194                   0.7992459942049572                  0.9886183107834985                 
1.0022564386173831                  0.7992280826853904                  0.9886182322433804                 
1.0022472795548014                  0.7992253995450251                  0.9886183164412913                 
1.0022458504736582                  0.7992289262190247                  0.9886183839221837                 
1.0022525411541745                  0.7992241247908545                  0.9886183045054928                 
1.0022629343557177                  0.7992288598829865                  0.9886179784572484                 
1.00225520442234                    0.7992409626983449                  0.9886183005356812                 
1.0022595565770376                  0.7992364339989341                  0.9886181179097007                 
1.002249423172695                   0.7992338415147597                  0.9886182982244659                 
1.0022618300831707                  0.799219308171868                   0.9886180705919496                 
1.002254035183529                   0.7992354789045157                  0.9886181947716012                 
1.0022586146944144                  0.7992162546148867                  0.9886181138406628                 
1.0022503001059666                  0.7992310051207194                  0.988618292167391                  
1.0022508847277212                  0.7992277939444867                  0.9886182745042311                 
1.002253775352497                   0.7992442909225865                  0.9886182394103508                 
1.0022511445595028                  0.7992303220919297                  0.9886182522206637                 
1.0022506248958725                  0.7992283803136644                  0.9886183059782623                 
1.0022503325849619                  0.7992332160589903                  0.9886183018436215                 
1.0022511770384708                  0.7992102469131225                  0.9886182281026082                 
1.0022520539702078                  0.7992302350674373                  0.9886182583726908                 
1.0022476693038502                  0.7992297832512346                  0.988618319198712                  
1.0022448760989835                  0.7992227338401783                  0.9886184278299383                 
1.0022605309374404                  0.7992527911669557                  0.9886181364917518                 
1.0022500077949612                  0.7992176984592679                  0.9886182698853578                 
1.0022616352114186                  0.7992440225031446                  0.9886181893328283                 
1.0022439017233613                  0.7992186290528157                  0.988618394392409                  
1.0022662471660577                  0.7992285798351518                  0.9886179350139261                 
1.0022631941843754                  0.799225362448266                   0.988618022602972                  
1.0022444863488482                  0.7992296474754357                  0.9886183814065628                 
1.0022487735919994                  0.7992264734439453                  0.9886183115151856                 
1.002251696701815                   0.7992145464403895                  0.9886182782385549                 
1.002251404391217                   0.799223162342488                   0.988618296442447                  
1.0022578676834286                  0.7992289126704115                  0.9886181471809011                 
1.002244713703112                   0.7992347518295443                  0.9886185253401545                 
1.0022581275134                     0.7992232941000437                  0.9886181378206167                 
1.0022512095174376                  0.7992382631186932                  0.988618250256669                  
1.0022449085781546                  0.7992263265234115                  0.9886184437493376                 
1.0022497804418984                  0.7992420356235055                  0.9886183035890503                 
1.0022578027259255                  0.7992315032256516                  0.9886180911848902                 
1.0022506573748573                  0.7992337611579937                  0.9886183166031792                 
1.0022452983281256                  0.7992143309936253                  0.9886183868336206                 
1.0022632591415293                  0.7992370985961209                  0.9886182419789333                 
1.0022505599378997                  0.7992337268402627                  0.988618252749349                  
1.0022506573748573                  0.7992136572175136                  0.9886182866124273                 
1.0022594916196437                  0.7992441217779888                  0.9886181177953312                 
1.002251761659714                   0.7992305693556452                  0.9886182823921584                 
1.0022513069543322                  0.799227776480856                   0.9886182439418818                 
1.002245655598799                   0.7992201872740028                  0.9886183863054767                 
1.0022569907567787                  0.7992342470309299                  0.9886181339483757                 
1.0022607907667211                  0.7992376996574283                  0.9886180330987093                 
1.002248968466252                   0.7992242005850935                  0.9886182954772188                 
1.002265727510258                   0.7992388161337779                  0.9886180654161979                 
1.002250689853841                   0.7992313535938512                  0.9886182807320487                 
1.0022518915754994                  0.7992263857136345                  0.9886182881959962                 
1.0022522163648895                  0.7992309684583436                  0.9886182391135607                 
1.002264298455419                   0.7992450559078913                  0.9886180796914049                 
1.0022527360276947                  0.7992168581388942                  0.988618278156612                  
1.0022466299727162                  0.799224562938362                   0.9886183598146187                 
1.002260076236037                   0.799230325977538                   0.9886180869076465                 
1.0022582574283603                  0.7992273259144722                  0.9886181338313668                 
1.0022553992953427                  0.7992266363743399                  0.9886181798426432                 
1.0022530608168112                  0.7992291192153188                  0.9886182277615824                 
1.0022486436758096                  0.7992275635006836                  0.9886183740425213                 
1.002255789041234                   0.7992154099075922                  0.9886182371921651                 
1.0022502676269702                  0.7992310115395077                  0.9886184030163221                 
1.0022593292261406                  0.7992237955661105                  0.9886181228872754                 
1.0022526061120187                  0.7992352405184426                  0.9886183024399343                 
1.0022470197220177                  0.7992302655946352                  0.9886183775378268                 
1.0022513069543322                  0.799235360294312                   0.988618287001901                  
1.0022607907667211                  0.7992176999069406                  0.9886180326715908                 
1.00224598039021                    0.7992252202617983                  0.9886183539173304                 
1.002253125774622                   0.799222339674895                   0.9886182281242164                 
1.002257218108206                   0.7992216045852288                  0.9886181763388352                 
1.0022529958589963                  0.7992516971602349                  0.9886183417233796                 
1.0022509821646473                  0.799241026394397                   0.9886183858287682                 
1.00223961445937                    0.7992235023157458                  0.9886185011061353                 
1.002257023235557                   0.7992118622765476                  0.9886181569495196                 
1.0022509821646473                  0.7992400355507255                  0.988618241804468                  
1.0022456231196522                  0.7992263752495695                  0.9886184063590391                 
1.0022617651259242                  0.7992178250138756                  0.9886180270588371                 
1.0022537428736131                  0.7992222769071233                  0.9886182524809718                 
1.0022532556902306                  0.7992271277395634                  0.9886182762301019                 
1.0022570557143347                  0.799221238988555                   0.9886181533517588                 
1.0022473769920777                  0.7992216936640654                  0.9886183559026459                 
1.002246824847386                   0.799224232616729                   0.988618347705071                  
1.0022529958589963                  0.799228672488772                   0.9886182753072179                 
1.0022581924708822                  0.7992429183323844                  0.9886181167326195                 
1.002242472637402                   0.7992313945932837                  0.9886184695077929                 
1.0022568283628703                  0.7992173044069951                  0.9886181003899512                 
1.0022509172066976                  0.7992112515954325                  0.9886182843405498                 
1.002260595894767                   0.7992234892147382                  0.9886180182280613                 
1.0022484488014936                  0.7992457190427761                  0.9886183180143163                 
1.0022603360654356                  0.7992349705965301                  0.9886182302960702                 
1.0022598813639438                  0.7992312192905755                  0.9886180857791422                 
1.002256178786974                   0.7992338399746333                  0.9886181847574229                 
1.002262024954885                   0.7992266161357244                  0.9886181133815812                 
1.0022518266176088                  0.7992262632812263                  0.9886182782406784                 
1.0022411734665797                  0.7992187816836308                  0.9886184579220177                 
