Results for dataset 2 (BIC):

RMSE:                               MAE:                                Corr:                              
1.9729238119424666                  1.4275767860469875                  0.7785733559981206                 
1.9823860961197104                  1.4310522715489309                  0.7760520781534069                 
1.9841493682312057                  1.435277173946331                   0.7757295131876497                 
1.9730777636991033                  1.4280651766020018                  0.7783570512667479                 
1.983308305819985                   1.436770680191758                   0.7759475318125981                 
1.9760601446021253                  1.4340743506038272                  0.7780983135976807                 
1.9665492989155193                  1.4258669657750174                  0.7797998770671426                 
1.970196131762807                   1.4294803180732765                  0.7794951797554803                 
1.9733555826163418                  1.429682153123277                   0.77823869805911                   
1.9783441389044183                  1.4272996181243651                  0.7767768153690516                 
1.98984332761455                    1.446303051393908                   0.7739946292148359                 
1.9781222697347332                  1.4325108417161592                  0.7769812399365811                 
1.9733989167440915                  1.4254332008781854                  0.7788682957370804                 
1.9915339565061414                  1.4416537787224557                  0.7744106144734573                 
1.9768898200614287                  1.431047534083461                   0.7777134093116814                 
1.9853052881135707                  1.4433121867366023                  0.7764831819124629                 
1.9713969419533064                  1.4349220684460096                  0.7788504549760951                 
1.989795510186932                   1.4441419116727583                  0.774194280957102                  
1.9696173121663443                  1.4289223701507598                  0.7810306129855611                 
1.984795832139081                   1.4287527967859674                  0.7756858104674063                 
1.9743474401360968                  1.4303936803185784                  0.7780429976177071                 
1.985113696006007                   1.4298680632918686                  0.7756278151852055                 
1.9795392433543493                  1.43650344017151                    0.7772161800809546                 
1.9839777779315908                  1.4402657259214628                  0.77541555336816                   
1.9845108801000868                  1.4392503014317266                  0.775395169435595                  
1.9771545405055841                  1.4260849399012965                  0.7772706649331668                 
1.987155723672532                   1.4415651757915218                  0.7752275139510882                 
1.9837565685200629                  1.4384620098977                     0.7765359403323571                 
1.973186223814313                   1.4238010977839564                  0.7783256114451056                 
1.9922206909158395                  1.4480484072510544                  0.7733878031050297                 
1.9755717631086054                  1.4307791485084786                  0.7777117776830772                 
1.9865555751999784                  1.4336061654267487                  0.7755355166210853                 
1.9848235424534755                  1.4390572441948786                  0.7754753653257804                 
1.9821933707338941                  1.4422776438929774                  0.7758673604456221                 
1.9830198392014453                  1.4357240925560724                  0.7761601254792172                 
2.0040485782822026                  1.4535550708407994                  0.7701761944715785                 
1.9669201438899246                  1.433399583007003                   0.7800269671013711                 
1.9837854881712071                  1.4447326567079928                  0.7761293033010009                 
1.9814319129657982                  1.4351925513407848                  0.7760562955961561                 
1.9642907275797947                  1.421002549690766                   0.7811893705115106                 
1.9762397304634278                  1.427738259623836                   0.7780260390745052                 
1.9866247793088447                  1.4366220980435163                  0.7750878593148127                 
1.9792598167341025                  1.4327252302561198                  0.7777862190858296                 
1.9943506314439434                  1.4436012490972265                  0.7735332424839192                 
1.97871256674864                    1.4335337778230806                  0.7767685737694248                 
1.9751347531506582                  1.430910610460543                   0.7778558082655892                 
1.9872916120530144                  1.442374312961185                   0.7756719341639633                 
1.977935632554901                   1.433999318021673                   0.7776133630117695                 
1.9747798718256266                  1.4324744409985013                  0.7776527009655064                 
1.9671845439801212                  1.4254559314286745                  0.7794707448056379                 
1.9801170264944012                  1.4319813912575905                  0.7782715953264797                 
1.98353458321637                    1.4423912344752132                  0.7755174409168947                 
2.002697622526027                   1.4598457208266846                  0.7706395082769011                 
1.987404668354112                   1.4426892102063                     0.7747755549863676                 
1.9731811650467916                  1.4310448081405074                  0.7780741280100101                 
1.9915598503686143                  1.4402661075343837                  0.7737157149739313                 
1.9853393106160875                  1.4425394930042423                  0.7760102980047345                 
1.993210957614205                   1.4449235029048748                  0.7740085066151503                 
1.9850534387651009                  1.438944885799954                   0.7754126729094024                 
1.9764804815549357                  1.431510322086804                   0.7781470044027032                 
1.9790591808625675                  1.4413943604544714                  0.7768648846474483                 
1.9765859189488133                  1.4374999720771033                  0.7769642588872333                 
1.9847702206599438                  1.4422975833470877                  0.7758271416344488                 
1.9846912588522359                  1.437133861852957                   0.7757325301995054                 
2.001269030544383                   1.4426566373120557                  0.7708152557443434                 
1.98111242345376                    1.4465054378017888                  0.7759930126957423                 
1.9709910881144332                  1.4345056350763377                  0.7790846166050778                 
1.9790926274215925                  1.4381191161301758                  0.7775563193356072                 
1.9854481438646283                  1.4355286606797226                  0.7751871789922762                 
1.9881115758241585                  1.443152323857442                   0.7751457874711405                 
1.9843359258504734                  1.4432124752659459                  0.7756020861756912                 
1.9644805437036639                  1.4180745555831864                  0.7805792674345741                 
1.9750362719206773                  1.4345804981521897                  0.7776395561694224                 
1.9781954803987787                  1.4347252366063115                  0.7764404649137363                 
1.9683352346734957                  1.4283426881910444                  0.7792238989591641                 
1.9684498378517705                  1.4257778845749818                  0.7797864834485543                 
